"","klasifikasi","score","text"
"1647","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1648","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1649","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1650","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1651","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1652","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1653","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1654","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1655","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1656","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1657","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1658","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1659","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1660","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1661","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1662","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1663","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1664","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1665","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1666","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1667","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1668","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1669","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1670","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1671","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1672","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1673","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1674","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1675","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1676","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1677","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1678","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1679","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1680","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1681","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1682","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1683","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1684","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1685","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1686","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1687","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1688","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1689","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1690","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1691","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1692","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1693","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1694","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1695","Netral",0," tak kira peduli lindungi beneran anjinh"
"1696","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1697","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1698","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1699","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1700","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1701","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1702","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1703","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1704","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1705","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1706","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1707","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1708","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1709","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1710","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1711","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1712","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1713","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1714","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1715","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1716","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1717","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1718","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1719","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1720","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1721","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1722","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1723","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1724","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1725","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1726","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1727","Netral",0,"a duli lindungi masi nting gasie mau as dha"
"1728","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1729","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1730","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1731","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1732","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1733","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1734","Netral",0,"rek ng mcd sek kudu scan duli lindungi ta aku gaduwe ane hu gacukuareuate browser jg gacukukoyoe "
"1735","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1736","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1737","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1738","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1739","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1740","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1741","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1742","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1743","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1744","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1745","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1746","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1747","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1748","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1749","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1750","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1751","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1752","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1753","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1754","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1755","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1756","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1757","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1758","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1759","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1760","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1761","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1762","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1763","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1764","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1765","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1766","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1767","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1768","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1769","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1770","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1771","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1772","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1773","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1774","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1775","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1776","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1777","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1778","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1779","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1780","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1781","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1782","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1783","Positif",2," surat edaran satgas covid mewajibkan warga negara asing yang masuk ke indonesia wajib sudah melakukan vaksinasi lengka"
"1784","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1785","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1786","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1787","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1788","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1789","Positif",2,"surat edaran satgas covid mewajibkan warga negara asing yang masuk ke indonesia wajib sudah melakukan vaksinasi "
"1790","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1791","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1792","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1793","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1794","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1795","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1796","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1797","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1798","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1799","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1800","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1801","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1802","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1803","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1804","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1805","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1806","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1807","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1808","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1809","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1810","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1811","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1812","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1813","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1814","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1815","Negatif",-3," gw ojol yg sering cari orderan di mall makin sulit deh buat msk mall klu ga mau vaksin cz hrs scan duli lind"
"1816","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1817","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1818","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1819","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1820","Netral",0,"a peduli lindungi masih kekek gak to"
"1821","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1822","Positif",1," khusus untuk laku rjalanan luar negeri dan warga negara asing yang masuk ke indonesia untuk berlibur atau bekerja di"
"1823","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1824","Netral",0,"khusus untuk laku rjalanan luar negeri dan warga negara asing yang masuk ke indonesia untuk berlibur atau beke "
"1825","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1826","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1827","Positif",1," cek di duli lindungi coba biasanya di skesmas gratis"
"1828","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1829","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1830","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1831","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1832","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1833","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1834","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1835","Negatif",-2,"temen gua kok kekiran ya liat history duli lindungi cewe nya"
"1836","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1837","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1838","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1839","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1840","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1841","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1842","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1843","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1844","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1845","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1846","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1847","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1848","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1849","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1850","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1851","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1852","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1853","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1854","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1855","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1856","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1857","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1858","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1859","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1860","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1861","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1862","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1863","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1864","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1865","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1866","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1867","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1868","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1869","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1870","Netral",0," rudi wajib duli lindungi"
"1871","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1872","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1873","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1874","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1875","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1876","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
"1877","Netral",0," kebocoran  juta data mypertamina udah berlangsung  minggu  miliar data peduli lindungi udah lebih dari  mingguta"
